Date,close,high,low,open,volume
2010-01-04,17.81831169128418,17.874540679549767,17.774578298554406,17.855797286246045,13870400
2010-01-05,17.602771759033203,17.80269776854891,17.537171651603284,17.75896317194972,23172400
2010-01-06,17.59651756286621,17.630878657907445,17.487182905986433,17.602764168040693,19264600
2010-01-07,17.55278205871582,17.609011035481643,17.415334110868994,17.59651663414672,13234600
2010-01-08,17.227907180786133,17.3809740435648,17.102953618331906,17.324745059624945,28712400
2010-01-11,17.577768325805664,17.63399728683667,17.11856554126746,17.227900161781083,28642400
2010-01-12,17.768325805664062,17.805811390720695,17.512172123094086,17.52154322144693,23269800
2010-01-13,17.815183639526367,17.940137186644634,17.708973481969444,17.762079156570575,15157400
2010-01-14,17.84642791748047,17.883913516080455,17.73396993003482,17.818313420619056,12392600
2010-01-15,17.58401870727539,17.915143535785337,17.505923048982265,17.79019119750344,27460800
2010-01-19,17.624635696411133,17.646503587102867,17.46844430799921,17.562160094362945,14615400
2010-01-20,17.337238311767578,17.615258699437174,17.271638236582795,17.54341082780927,18810200
2010-01-21,16.98424530029297,17.362229233662436,16.92801632480479,17.352856943317533,27396800
2010-01-22,16.943641662597656,17.137318642833062,16.862421476545418,16.978002765693645,23551400
2010-01-25,16.97800064086914,17.037354121320444,16.831181570318957,17.021735223386873,16853200
2010-01-26,16.912410736083984,17.024868775539943,16.82806720649202,16.8905440274838,15515000
2010-01-27,17.027984619140625,17.074842512264144,16.774955332881643,16.86866992748296,20414800
2010-01-28,16.92489242553711,17.131064931173913,16.909273531040206,17.090454852165756,20905200
2010-01-29,16.946760177612305,17.162303795118646,16.837426717640685,17.00611245707614,22146800
2010-02-01,16.987384796142578,17.043613821287575,16.868678943986872,17.02799372080013,14517600
2010-02-02,17.196672439575195,17.246653638566308,16.915528642117362,17.034233244942637,16888600
2010-02-03,17.14044189453125,17.168556390903788,17.034231707306734,17.15606079437251,15899400
2010-02-04,16.690614700317383,17.0810932377726,16.681243596745155,17.040483136216398,21342800
2010-02-05,16.584400177001953,16.69061035923124,16.409465408728533,16.63125806596761,29285000
2010-02-08,16.446949005126953,16.640625938088288,16.42195781808916,16.640625938088288,16721200
2010-02-09,16.871780395507812,17.174791839456567,16.671855761347945,16.77181807842788,31495000
2010-02-10,16.803068161010742,17.0560974221308,16.609390000878484,17.0560974221308,18717600
2010-02-11,16.937395095825195,16.971757393065328,16.640631209787195,16.74371690986184,26327200
2010-02-12,16.8624210357666,16.993622413019242,16.74996305287738,16.843677641403183,24640000
2010-02-16,17.124820709228516,17.124820709228516,16.846800277563112,17.027981636503668,19339400
2010-02-17,17.28413963317871,17.3528630338385,17.106080353873907,17.121700446049324,17064600
2010-02-18,17.46531867980957,17.46844198283796,17.227908325348405,17.227908325348405,17264600
2010-02-19,17.405967712402344,17.462196704352692,17.237280736551305,17.43095771346602,18944800
2010-02-22,17.299753189086914,17.44969673281039,17.265390903550113,17.43095334297795,13487600
2010-02-23,17.127939224243164,17.368472787345162,17.11544363374186,17.309120519931632,14835600
2010-02-24,17.231029510498047,17.237277307432468,17.084209261652713,17.1810483266681,14470600
2010-02-25,16.593769073486328,16.737466024454793,16.43445441713177,16.600016870628043,63648600
2010-02-26,16.46881675720215,16.584398025572412,16.315748705864127,16.584398025572412,63095400
2010-03-01,16.640628814697266,16.67186661224909,16.49068524148644,16.625009915921353,39449800
2010-03-02,16.649995803833008,16.771824852502654,16.60313911907677,16.674986989019242,24506200
2010-03-03,16.846799850463867,16.906152137093134,16.61251281511528,16.64999840711032,26574200
2010-03-04,17.015485763549805,17.193543804217203,16.968627882681368,17.087333640341438,28983200
2010-03-05,17.087331771850586,17.16542743699465,16.981121619588844,17.084207277923465,24238600
2010-03-08,17.012367248535156,17.140444150725315,16.968633846564735,17.09358744503379,18915600
2010-03-09,16.92489242553711,17.052969267044137,16.853044557535146,16.974873602914357,23070000
2010-03-10,16.931150436401367,16.984254948058386,16.881169228869947,16.949892644446912,21574800
2010-03-11,16.88075065612793,16.937439841877932,16.6917875045602,16.937439841877932,29130600
2010-03-12,16.80201530456543,16.93429046780716,16.773670712542085,16.909094740942685,22334400
2010-03-15,16.89650535583496,16.956343430811366,16.808321475228965,16.921699892151747,23874000
2010-03-16,16.912240982055664,16.965780087434887,16.871298535861012,16.943734432114255,22287800
2010-03-17,16.956336975097656,17.003578364629103,16.88075099212703,16.9500380430669,26074400
2010-03-18,16.990983963012695,17.019328562227976,16.92484696530994,16.97523723042614,23496200
2010-03-19,17.242937088012695,17.34056876247579,16.880756193732353,17.242937088012695,43610800
2010-03-22,17.176799774169922,17.27443024547654,17.132708438560638,17.161053040223575,18127400
2010-03-23,17.416152954101562,17.428750821601376,17.13585700992393,17.230338613374997,19081200
2010-03-24,17.201990127563477,17.4350458180852,17.198841262099002,17.390954493191536,17052600
2010-03-25,17.258676528930664,17.378353821021093,17.21143634620429,17.293320050435653,16638800
2010-03-26,17.21143913269043,17.312219647167424,17.164197740917498,17.255530457599303,16276800
2010-03-29,17.249231338500977,17.309069392886755,17.217736677193866,17.258679136193866,13853600
2010-03-30,17.280729293823242,17.3374184975247,17.19884555592047,17.290178295372684,13631600
2010-03-31,17.321670532226562,17.41300326518672,17.16420080011541,17.25553353307557,22922000
2010-04-01,17.416152954101562,17.457095422776575,17.362613819325507,17.435049755351283,14346000
2010-04-05,17.277572631835938,17.498030413269955,17.21143565782521,17.498030413269955,19191800
2010-04-06,17.098060607910156,17.271277040604595,17.076014945643507,17.271277040604595,17604200
2010-04-07,16.950040817260742,17.101211606545505,16.868157090255984,17.101211606545505,24060800
2010-04-08,16.931148529052734,16.937447463792658,16.830367976011864,16.937447463792658,19466800
2010-04-09,17.192548751831055,17.198847686511392,16.95949297425429,16.978389778295305,20640600
2010-04-12,17.246084213256836,17.277578879935845,17.167349348657346,17.21144188200796,16930400
2010-04-13,17.327970504760742,17.346867306250775,17.211443232402505,17.22089103244813,15055000
2010-04-14,17.305919647216797,17.340563172193285,17.211438070898097,17.331114173582517,13865200
2010-04-15,17.08860969543457,17.24922944699143,17.04766844232258,17.246079380506906,20351000
2010-04-16,17.31222915649414,17.365768308606388,17.060276530509665,17.07917333787825,35075600
2010-04-19,17.422447204589844,17.422447204589844,17.296470966252432,17.31536776242258,26468600
2010-04-20,17.154748916625977,17.412999119695055,17.107507527679847,17.390953458559775,32508800
2010-04-21,17.066560745239258,17.189388085089444,17.006722708951823,17.186238019212244,19263200
2010-04-22,17.104360580444336,17.167347504237807,17.006728926326755,17.05082025354161,20295600
2010-04-23,16.968931198120117,17.151595382223846,16.924839884763983,17.151595382223846,21675400
2010-04-26,16.921695709228516,17.116957822662066,16.921695709228516,17.006729500900853,17890800
2010-04-27,16.650846481323242,16.962637029789878,16.64139868335103,16.899648906711935,27600400
2010-04-28,16.8051700592041,16.87130705857579,16.55321872726525,16.694940525519236,24754600
2010-04-29,16.92485237121582,17.06657421116039,16.868163154678363,16.887058759258135,17437600
2010-04-30,16.833518981933594,16.994137621853916,16.81777224490596,16.88705812810736,19349600
2010-05-03,16.931148529052734,16.990987808382535,16.776828832820947,16.915401792902404,16123400
2010-05-04,16.74848175048828,16.943743892955467,16.707539281432673,16.81461875337896,23282800
2010-05-05,16.89965057373047,16.975236569159676,16.754778717339683,16.827214645535076,23670400
2010-05-06,16.471332550048828,17.069717969453865,16.128048510760415,16.90279924850903,47912000
2010-05-07,16.587858200073242,16.641398524668446,16.23197753066359,16.436687426966763,43535600
2010-05-10,17.01932144165039,17.035068167648802,16.77051908612166,16.959482200898968,35311400
2010-05-11,16.88390350341797,17.02877535690564,16.849259972932085,16.88705236919004,23165200
2010-05-12,17.013031005859375,17.038225539757246,16.824066595330827,16.943743935192362,24005400
2010-05-13,16.846113204956055,17.00673181010268,16.83351533750176,16.99098507648419,19319800
2010-05-14,16.798871994018555,16.89650366580311,16.647701187041637,16.80517092781744,25868200
2010-05-17,16.82091522216797,16.86500655096706,16.644548705573,16.842960886567514,17393400
2010-05-18,16.723278045654297,16.918541296466138,16.716980316245845,16.912242365659477,20435600
2010-05-19,16.729583740234375,16.80201967169951,16.52172374516959,16.69179134151315,21119200
